@RELATION music_speech
@ATTRIBUTE F1_MEAN NUMERIC
@ATTRIBUTE F2_MEAN NUMERIC
@ATTRIBUTE F3_MEAN NUMERIC
@ATTRIBUTE F4_MEAN NUMERIC
@ATTRIBUTE F5_MEAN NUMERIC
@ATTRIBUTE F6_MEAN NUMERIC
@ATTRIBUTE F7_MEAN NUMERIC
@ATTRIBUTE F8_MEAN NUMERIC
@ATTRIBUTE F9_MEAN NUMERIC
@ATTRIBUTE F10_MEAN NUMERIC
@ATTRIBUTE F11_MEAN NUMERIC
@ATTRIBUTE F12_MEAN NUMERIC
@ATTRIBUTE F13_MEAN NUMERIC
@ATTRIBUTE F14_MEAN NUMERIC
@ATTRIBUTE F15_MEAN NUMERIC
@ATTRIBUTE F16_STD NUMERIC
@ATTRIBUTE F17_STD NUMERIC
@ATTRIBUTE F18_MEAN NUMERIC
@ATTRIBUTE F19_MEAN NUMERIC
@ATTRIBUTE F20_MEAN NUMERIC
@ATTRIBUTE F21_MEAN NUMERIC
@ATTRIBUTE F22_MEAN NUMERIC
@ATTRIBUTE F23_MEAN NUMERIC
@ATTRIBUTE F24_MEAN NUMERIC
@ATTRIBUTE F25_MEAN NUMERIC
@ATTRIBUTE F26_MEAN NUMERIC
@ATTRIBUTE F1_STD NUMERIC
@ATTRIBUTE F2_STD NUMERIC
@ATTRIBUTE F3_STD NUMERIC
@ATTRIBUTE F4_STD NUMERIC
@ATTRIBUTE F5_STD NUMERIC
@ATTRIBUTE F6_STD NUMERIC
@ATTRIBUTE F7_STD NUMERIC
@ATTRIBUTE F8_STD NUMERIC
@ATTRIBUTE F9_STD NUMERIC
@ATTRIBUTE F10_STD NUMERIC
@ATTRIBUTE F11_STD NUMERIC
@ATTRIBUTE F12_STD NUMERIC
@ATTRIBUTE F13_STD NUMERIC
@ATTRIBUTE F14_STD NUMERIC
@ATTRIBUTE F15_STD NUMERIC
@ATTRIBUTE F16_STD NUMERIC
@ATTRIBUTE F17_STD NUMERIC
@ATTRIBUTE F18_MEAN NUMERIC
@ATTRIBUTE F19_MEAN NUMERIC
@ATTRIBUTE F20_MEAN NUMERIC
@ATTRIBUTE F21_MEAN NUMERIC
@ATTRIBUTE F22_MEAN NUMERIC
@ATTRIBUTE F23_MEAN NUMERIC
@ATTRIBUTE F24_MEAN NUMERIC
@ATTRIBUTE F25_MEAN NUMERIC
@ATTRIBUTE F26_MEAN NUMERIC
@ATTRIBUTE class {music,speech}

@DATA
33.232367,-8.637739,-9.364664,-2.777775,-2.278323,-0.284478,0.577666,-0.161194,-1.286612,-0.991091,0.036526,0.531949,0.728230,0.382021,0.556372,-0.104113,-0.620809,-0.881043,-0.351217,0.302022,0.439287,0.400772,0.509291,0.570664,0.458302,0.029133,24.497407,4.913609,3.479892,2.250345,1.900506,1.915583,1.785810,1.884811,1.667889,1.510666,1.598829,1.471380,1.301188,1.178954,1.266305,1.513288,1.604249,1.501824,1.109953,1.337314,1.188557,1.056286,0.916359,0.954040,1.069029,1.098982,music
9.497492,5.694400,-6.877145,4.942015,-0.537910,-0.223791,-0.122978,-0.991109,-1.073273,-0.619237,-0.582230,-0.347264,0.386758,0.422389,0.142048,0.233499,0.129456,0.202593,0.026845,0.053485,-0.087671,-0.231951,0.175996,0.182246,0.021721,-0.074841,10.114596,3.083984,3.185319,2.626116,1.950008,1.421765,1.469119,1.241607,1.141389,1.004237,0.950274,0.989746,0.785678,0.819151,0.664722,0.723928,0.627264,0.831204,0.702933,0.601210,0.592084,0.630116,0.596276,0.559331,0.522176,0.536470,music
43.796964,-10.563284,-3.445197,-0.393450,-1.213273,0.614629,-1.804667,-0.623922,-0.572669,-0.135712,-0.056453,0.351147,0.249117,0.336860,0.690595,0.443381,0.095556,-0.226512,-0.677033,-0.373479,-0.702468,-0.516885,-0.089370,-0.203047,-0.096147,-0.052481,14.031630,5.917234,3.606509,2.381265,2.258490,2.035445,2.107105,1.700418,1.636280,1.275397,1.277879,1.383768,1.322361,1.254948,1.298100,1.109770,1.005764,0.884627,1.066567,0.988283,0.881890,0.836052,0.736452,0.675151,0.679809,0.668936,music
-2.319717,-1.276438,-4.724491,0.630808,-0.869911,-1.814494,-0.403641,0.574160,0.137337,0.335798,-0.770970,-0.378735,0.002068,0.507745,0.835503,0.973056,0.183109,-0.222749,-0.499577,-0.067027,0.069253,-0.193056,-0.132804,0.376264,0.373632,0.234956,10.694115,2.798762,3.012675,1.755164,1.368946,1.409671,1.231040,1.371324,1.317917,1.063618,1.151379,1.075820,1.292820,1.077129,1.148710,1.346254,1.030980,0.876742,0.842730,0.913737,0.918701,0.867574,0.880542,0.790151,0.886531,0.951199,music
1.457019,0.992699,-3.444294,-2.476859,-2.284007,-1.696247,-1.438934,-0.371950,-0.590416,0.390776,0.019197,0.420218,0.080272,0.483568,0.535367,0.550737,-0.268883,-0.389381,-0.430496,-0.290591,-0.150771,-0.054321,-0.097294,-0.297311,-0.246570,-0.007470,16.476821,4.341585,4.147296,2.595990,1.183608,1.218823,1.033300,1.009149,1.078624,0.917073,1.078244,1.146922,1.083703,0.988208,1.025102,0.934257,0.996860,1.052425,0.923653,0.802312,0.789791,0.721251,0.661518,0.577072,0.672712,0.638093,music
-0.089014,-3.399474,-2.404283,-0.135215,-2.114814,-1.452019,-2.050712,-0.798856,-1.004554,-0.340846,-0.783145,-0.145582,-0.325023,0.038975,0.041747,0.216001,-0.241140,0.157826,0.199911,0.328995,0.385677,0.301168,0.366872,0.269269,0.116714,0.132960,19.852798,4.313365,4.535299,1.686640,1.548489,1.479140,1.331407,1.119443,1.261463,1.030031,0.991515,0.934517,0.894534,0.658686,0.702388,0.744585,0.645079,0.762062,0.927838,0.962726,1.021516,0.854781,0.636137,0.664667,0.622848,0.465416,music
-5.067942,1.410485,-4.020346,-0.760808,-1.062578,-1.779608,-0.882858,-0.308469,-0.659241,-0.055206,-0.558479,0.311923,0.321118,0.283779,-0.222751,-0.107428,-0.077200,-0.108199,0.047070,0.083489,-0.286690,-0.393283,-0.149310,-0.083151,-0.233670,-0.329601,20.860873,6.536392,3.894897,1.776253,1.778632,1.384939,1.295160,1.218104,1.325867,1.202818,1.426285,1.598968,1.350583,1.109620,1.352208,1.281394,1.214333,0.946082,1.041550,1.136922,0.927750,1.017690,1.004270,0.763080,0.958870,0.860230,music
19.821943,-9.046993,-9.601373,0.001456,1.954788,-2.836286,-1.797935,0.484359,0.298354,1.641198,0.837083,1.849519,1.712768,1.336474,1.491034,1.190004,0.401560,0.060502,0.479241,0.510494,0.293660,0.291067,0.092075,0.360205,-0.066820,-0.437065,10.192217,2.687947,4.322388,1.727051,1.942972,2.590282,1.685279,1.695768,1.322896,1.297763,1.121877,1.239081,1.402328,1.136418,1.248397,1.142667,1.133556,1.033966,1.091919,1.064412,0.951625,0.948747,0.863723,0.771678,0.769281,0.938187,music
31.968107,-6.000795,3.048498,-3.425168,-2.932751,-0.928762,0.583035,1.536456,0.792160,-0.130862,-0.069284,0.849124,1.205854,0.363224,0.028018,0.239431,-0.222649,0.033016,0.056151,0.137525,-0.332501,-0.297074,-0.003555,0.347058,0.001583,-0.020348,11.219848,4.309857,3.138943,2.677596,2.185981,1.634287,1.625688,1.304558,1.368302,1.439663,1.140688,1.492965,1.486885,1.220582,1.301832,1.469114,1.417655,1.303417,1.070065,1.030129,1.015939,0.976245,0.706858,0.770398,0.818277,0.809855,music
-10.984051,2.406975,3.857769,-1.416874,-3.378039,-3.883590,-2.859806,-0.742210,-1.842149,-1.450010,-2.271640,-1.053831,-1.607936,-1.195100,-0.399014,-0.314220,-0.898715,-0.372179,-0.126380,-0.730898,-0.138759,-0.430083,-0.209705,-0.051666,-0.136555,0.148238,12.515249,5.092893,2.382246,3.277735,2.676524,2.006800,1.536150,1.705575,1.797825,1.422988,1.239388,1.233093,1.192715,1.341057,1.082641,1.079752,1.314784,1.120458,1.192099,1.230503,0.929186,0.764593,0.763840,0.826825,0.725546,0.640352,music
22.733584,-8.159881,-5.117150,1.359008,-0.680335,-0.713120,0.782336,1.078812,-0.652975,-0.052506,0.830070,0.341933,-0.110950,-0.186511,-0.174644,0.288189,-0.532707,-0.314237,0.036248,-0.071717,-0.202206,-0.212673,-0.177408,-0.308126,-0.219054,0.018556,9.883461,4.551861,3.324295,2.033716,1.968934,1.388198,1.737228,1.327701,1.296315,1.174782,1.190860,0.978522,0.997386,0.986754,0.938749,1.000600,0.864627,0.716577,0.729412,0.704729,0.645494,0.621688,0.568820,0.638621,0.724682,0.586020,music
8.769010,2.180498,-6.972837,-2.541400,-2.237357,-1.715671,-1.699457,-0.890828,-1.902024,-0.416861,-0.027976,0.547603,0.487409,-0.077202,-0.005724,0.493482,0.227644,-0.207134,-0.182883,-0.335477,-0.140789,0.323363,0.125375,-0.115787,-0.180744,0.059130,19.853556,5.246044,2.821009,2.292416,1.367619,1.453305,1.176702,1.241635,1.138530,0.950394,1.040943,1.118573,0.928167,1.001629,0.976697,1.122198,0.972674,0.875143,0.992889,1.026141,1.013828,0.874097,0.673043,0.607836,0.776879,0.844810,music
16.195447,-9.652399,0.842565,0.132357,-0.440239,0.230921,-0.013010,-0.616576,-0.159431,0.240314,0.016208,0.062045,-0.186756,-0.084177,0.146372,0.401499,-0.182713,0.019847,0.162121,0.035471,-0.181071,-0.043666,-0.146884,-0.249794,-0.077022,-0.061212,12.357376,4.511085,3.464052,2.888273,2.531571,1.853048,1.801875,1.761518,1.411319,1.288716,1.227584,1.133034,1.244601,1.366731,1.256466,1.136580,1.149358,1.174597,1.030769,1.049065,0.884428,1.005913,0.981233,0.750664,0.875795,0.852376,music
17.784332,-7.793415,-0.475789,0.643237,-0.155955,0.813248,0.613977,-0.479227,0.721445,0.196124,-0.121750,0.245298,0.088134,0.723658,0.831283,0.915001,0.391750,0.016019,-0.499252,-0.886689,-0.633728,-0.165833,-0.173805,0.083547,-0.049347,-0.099997,20.348281,4.948494,3.808533,2.453037,2.538609,1.909000,1.895106,1.626329,1.566426,1.379504,1.434086,1.495246,1.293714,1.416240,1.207742,1.261961,1.135040,1.173120,1.351941,1.127188,1.052773,0.952305,0.937993,0.719761,0.804455,0.863585,music
5.984255,3.627893,-10.545895,4.927467,2.545549,-0.026116,-0.983864,-3.458951,-1.353104,-0.639037,-0.579376,0.736163,-0.103694,0.259131,-0.607647,-0.371825,0.123190,-0.191854,0.301673,-0.091825,-0.055884,-0.103470,-0.183042,-0.033851,-0.181595,-0.143775,15.981944,3.237023,5.095724,2.950156,2.615501,1.514420,1.659836,1.415921,1.291901,1.100756,1.130203,1.140427,1.048542,0.992882,0.932070,0.882329,1.027106,1.079105,1.015616,0.842828,0.851470,0.745168,0.666794,0.787026,0.802089,0.598893,music
17.774890,-10.601669,-10.403576,-0.279662,0.426793,-7.125088,-4.357809,-0.343583,-2.414725,0.558476,1.645191,0.950336,1.192953,2.116676,1.701386,0.792824,0.294647,0.400972,0.497088,0.374122,-0.092841,0.117511,0.109229,0.089198,-0.071189,0.607244,8.325541,2.740064,3.939887,2.261116,3.402756,3.363006,2.308878,1.335558,1.624814,1.335356,1.621829,1.016678,1.154382,1.197223,1.045340,1.013683,0.754559,0.706192,0.826586,0.798026,0.711687,0.712223,0.671163,0.623892,0.545413,0.572591,music
20.053533,-13.253591,-2.617159,-0.122343,-1.344953,0.379552,-0.509393,0.305594,-0.307071,0.150856,0.159212,0.538393,0.185660,0.553689,0.091628,0.217113,0.406712,0.161017,-0.331308,0.081699,-0.280746,-0.336891,-0.177875,-0.053759,-0.168340,0.164848,7.200388,3.409431,2.659947,1.785070,1.263884,1.064529,1.396819,1.247794,1.253795,1.404687,1.103226,1.000216,1.253987,1.375434,1.371401,1.175369,1.150231,1.055073,0.984761,0.894588,0.786165,0.890188,0.772915,0.733696,0.740858,0.898558,music
16.220461,-14.147648,4.673022,1.011326,1.090901,0.382093,0.234794,0.838208,-0.369969,-0.350922,-0.156718,0.702917,-0.087947,0.916730,0.329085,0.748432,0.078860,-0.017873,0.005982,0.152852,0.071171,0.273306,0.195886,0.094670,0.345660,-0.353950,9.557082,3.286818,2.427264,1.880998,1.208405,1.077271,1.177140,1.187551,1.074030,0.997630,0.956263,0.874110,1.043464,0.883687,0.743038,0.698535,0.789818,0.726244,0.670309,0.684050,0.571675,0.527616,0.550916,0.618080,0.677685,0.542694,music
-13.621874,-16.103582,1.813285,-0.743694,2.967600,-0.698026,-2.014213,-1.359952,-0.376343,-0.288823,-0.048736,-0.498605,0.050792,1.147048,-1.582487,-0.246002,0.295939,-0.779581,1.528268,-0.432665,-0.391694,-0.311428,-0.205694,0.233744,-0.433557,0.115072,14.922818,4.561950,6.306333,2.879220,1.935722,1.789921,1.553774,1.435333,1.327446,2.237425,2.192775,1.715869,1.503698,2.257138,1.792925,1.864289,1.569055,1.961290,1.291584,1.179026,1.270717,1.172872,1.023333,1.087396,0.879734,0.855137,music
26.519717,-3.374409,-0.734577,0.817490,-3.285875,1.372355,-1.092204,0.199910,-0.173059,-0.274189,-0.352879,-0.482840,-0.756724,-0.539231,-0.674282,-0.337007,-0.786687,-0.542273,-0.539914,-0.297525,-0.592052,-0.382989,-0.350248,-0.625074,-0.727157,-0.334813,17.478208,7.190567,3.177433,1.601644,1.412505,1.288626,1.115940,1.036502,1.004856,0.932471,0.932577,0.829995,0.823347,0.816395,0.738153,0.697942,0.654588,0.699200,0.647080,0.637903,0.583214,0.683481,0.618383,0.608748,0.841385,0.700525,music
21.752067,-8.855989,-8.936652,0.597256,-0.451751,-6.347831,-4.210004,-1.703451,-1.436045,1.173213,0.955031,1.439875,1.992125,2.175435,1.954953,0.868348,0.509683,0.245635,0.350460,0.474488,-0.083807,-0.036544,0.179807,0.709732,0.087818,-0.353099,6.340126,1.491044,2.015635,1.439729,1.234741,1.615477,1.165900,1.123695,1.038516,0.930808,0.899472,1.104090,1.056478,0.827680,0.822646,0.875186,0.850962,0.866089,0.899424,0.767164,0.696298,0.738889,0.689154,0.612045,0.703907,0.942450,music
44.130073,-12.439311,-0.060634,0.747461,0.069271,1.064148,-1.787897,-1.480102,-0.297586,-0.490943,-1.388975,-0.632515,0.447931,-0.240196,-0.591409,0.083168,0.551045,-0.099390,-1.256055,-0.219711,0.372658,-0.318395,-0.653271,0.030709,-0.112836,0.091193,11.077100,3.909237,2.664704,2.284227,3.763479,1.955056,2.257276,1.586652,2.576314,1.634572,2.421266,1.546478,2.414008,1.549274,1.530447,1.343253,1.215765,0.980321,1.271713,0.961136,1.259844,0.940453,0.860315,0.887593,0.840694,0.970168,music
30.510488,-12.241490,-1.700583,-0.631342,-2.005192,-0.547001,-1.263271,-0.938609,-1.470630,-0.732223,-0.239455,-0.351897,-0.270877,0.073615,-0.268534,0.011927,0.176996,-0.024053,-0.722414,-0.068791,0.094158,-0.234565,-0.262896,0.073810,-0.120567,-0.130778,15.918263,6.283350,5.199367,3.627295,2.800298,2.127391,2.277037,1.807411,2.069582,1.546846,1.604645,1.496715,1.298135,1.213483,1.159973,1.307558,1.113201,1.116514,1.139250,1.168139,0.899352,1.035094,0.968006,0.924615,0.890835,0.747000,music
-21.707075,3.723056,3.492926,-0.604309,0.368164,-1.917372,-1.737569,-1.060419,-1.672214,-1.118602,-1.241920,-0.958158,-0.407578,0.763314,1.116210,0.980876,0.361996,-0.028949,-0.089433,-0.443120,-0.552810,-0.773020,-0.684881,-0.330848,0.166999,0.288290,11.086981,3.173185,3.482833,1.886878,1.332103,1.331007,1.276255,1.120665,1.241915,1.040899,1.138814,0.998544,1.303728,1.514245,1.320398,1.062072,1.110876,1.296785,1.417712,1.350377,1.055026,0.745745,0.772210,0.826035,0.733398,0.822312,music
30.856810,-4.725446,-6.239915,3.870653,-0.501584,0.568675,-2.179266,0.938106,0.112584,0.441633,-1.342198,-0.716968,-0.161566,-0.466752,0.302087,-0.546921,-0.375095,0.033123,-0.373347,0.397255,0.061444,0.011965,0.075047,-0.379487,-0.233595,0.309077,9.594863,3.596893,3.408159,2.033703,1.581437,1.313231,1.193748,1.189060,0.990493,0.971205,0.849853,0.863969,0.849348,0.878346,0.748215,0.658575,0.613984,0.702765,0.675014,0.542491,0.523842,0.514937,0.495600,0.560794,0.495208,0.570228,music
21.797495,-10.991283,-7.499994,-1.002374,0.293725,-5.485688,-4.311648,-3.020798,-3.201318,-0.754948,-0.734316,0.828112,0.729450,0.543431,2.360261,0.737339,0.472157,0.014388,-0.004361,0.078702,0.197792,0.584174,0.112275,0.373256,0.664996,0.387925,8.092850,3.994528,3.146895,2.181049,1.505206,1.744231,1.480885,1.490812,1.466310,1.103665,1.134730,1.168522,1.224624,1.153732,1.026266,1.036083,1.116583,0.863565,0.930555,0.994222,0.907232,0.622692,0.600419,0.668676,0.620556,0.673830,music
20.396006,-12.837409,-2.302532,1.808216,-0.578403,-0.427132,0.560942,1.354387,-0.530722,0.709222,1.064761,0.314371,-0.344637,0.087743,0.192092,0.251475,-0.016935,-0.244870,-0.250904,0.150499,-0.300483,-0.294020,-0.485953,-0.178399,-0.015235,-0.436880,7.097906,3.208747,2.942050,1.698789,1.470918,1.290515,1.365776,1.391824,1.314406,1.211842,1.038523,1.024511,1.041709,1.073401,1.018742,0.905351,0.933508,0.892053,0.698472,0.807608,0.835050,0.784362,0.856086,0.767488,0.796353,0.782071,music
16.879509,-6.739917,-5.924381,-2.262485,0.929173,0.910741,-0.095663,-0.249692,-0.371312,0.173788,-0.279911,-0.143796,-0.067928,-0.050600,-0.231872,0.515227,0.247248,0.146032,-0.449542,-0.276849,-0.627953,-0.434559,-0.129100,0.075568,-0.150448,-0.199850,11.248093,4.293449,4.676978,1.963582,1.338317,1.242335,1.273337,1.057968,1.068580,1.087961,1.161817,1.149869,1.267208,1.318520,1.448485,1.413179,1.415284,1.166029,1.187064,1.191335,1.057783,1.052816,1.036964,1.001865,0.976052,1.088079,music
39.960850,-16.523533,-16.707754,-1.077878,1.118334,-7.976454,-3.315587,-1.924273,-1.776510,0.949834,-0.373101,1.159364,0.937765,0.433356,1.702650,0.946248,1.713864,-1.460491,1.165105,-0.347015,-0.486514,0.368187,-0.095617,0.642779,0.231571,-0.371620,3.432219,1.969718,1.904195,1.368532,1.021831,0.984474,1.041723,0.945586,0.961860,0.862923,0.704564,0.828237,0.773973,0.720635,0.714873,0.702243,0.617817,0.548100,0.595772,0.600154,0.536208,0.496618,0.465918,0.434041,0.421867,0.429236,music
23.818376,-7.417043,-9.858789,-1.700871,-1.434773,-5.585755,-2.568693,-1.585138,-2.501177,0.732090,0.022950,0.337724,1.785837,1.562833,1.839154,1.706572,0.989739,0.258155,0.608570,0.786696,0.526546,0.507546,0.042065,0.665440,0.338254,0.083808,6.357504,1.347731,2.270829,1.460428,1.759178,1.639367,1.664115,1.091130,1.296237,1.043188,0.967826,1.083949,0.917044,0.871097,0.963677,1.012077,0.751505,0.694292,0.836672,0.985415,1.167335,0.879284,0.637717,0.619958,0.698608,0.652985,music
26.780873,-5.722034,-10.371981,-2.698856,-0.068538,-5.924410,-5.585556,-2.749814,-2.197482,-0.152887,-0.893223,1.397479,1.153506,0.310938,1.388163,1.040200,0.281517,-0.061337,-0.133419,0.023599,0.078807,-0.235005,-0.348942,0.396301,0.132359,0.042254,5.816416,1.396410,2.389106,1.086277,1.082231,1.323066,1.068481,0.941637,1.041280,0.908047,0.955797,0.932984,0.865175,0.912488,0.874123,0.820063,0.719875,0.683659,0.663900,0.655248,0.663355,0.591651,0.597271,0.606379,0.598731,0.565555,music
